Country Name,Country Code,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,,,,,,,
Latin America & Caribbean,LCN,5613377,5667887,5720777,5769267,5810327,5852477,5889527,5946917,6040227,6063677,6129057,6180017,6223167,6277956,6327217,6369977,6413827,6433677,6466829,6495672,6523635,6565927,6607959,6639147,6662365,6712729,6745547,6769547,6798467,6858056,6904585,6922774,6956884,6963181.004,7041787,7079271,7094367,7113787,7129110,7132006,7122789.999,7140027,7187004,7267329.301,7313854.938,7345029.099,7374154.9,7399815,7402050.698,7433913.704,7454750.199,7477016.611,7545028.013,7559006.703,7556129.009,7546392.012,,,,,,,
Least developed countries: UN classification,LDC,5627190,5632570,5648170,5659020,5665380,5670640,5675660,5687840,5691610,5695570,5699980,5708830,5705770,5702380,5710850,5719640,5719420,5733620,5733800,5743910,5754740,5760426.001,5773882.002,5779037.998,5797773.999,5813560,5820176.001,5838562.002,5848717.998,5870693.999,5887590,5892222.002,6287983.999,6310406.001,6327947.998,6355080,6385912.002,6404393.999,6438786.001,6463461.001,6500846.204,6520377.801,6568113.699,6589703.1,6666186.2,6675945.799,6702519,6747676.183,6781596.684,6808721.999,7808910.277,7839681.354,7849241.117,7848842.555,7850133.956,7851827.654,,,,,,,
Low income,LIC,3946170,3950320,3954650,3961080,3958730,3953890,3955820,3964020,3969600,3962030,3963960,3973100,3977500,3972100,3974910,3981920,3983500,3987470,3990120,4000240,4000580,4005410,4015710,4018890,4022650,4033040,4032400,4039680,4040570,4061900,4074990,4128850,4521450,4537950,4551530,4567200,4594340,4610070,4630890,4651020,4684799.204,4701590.801,4742976.699,4752456.1,4824369.2,4834155.798,4853481,4873029.199,4890339.683,4913320.001,5901446.274,5914687.354,5923409.116,5920948.555,5920970.554,5920970.554,,,,,,,
Liechtenstein,LIE,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,80,80,80,80,70,70,70,70,70,70,70,70,70,70,70,69.00000095,69.00000095,69.00000095,69.00000095,69.00000095,68.00000191,68.00000191,68.00000191,65,63.00000191,60,60,55.99999905,53.20000172,51.59999847,51.59999847,,,,,,,
Sri Lanka,LKA,17230,17070,20600,21030,21560,22050,22550,23210,23280,23330,23390,23450,23510,23570,23590,23960,24330,24690,23590,23490,23490,22960,23080,23110,23150,23260,23340,23370,23400,23390,23420,23440,23200,23230,23260,23270,23280,23290,23450,23500,23510,23560,23700,23100,25100,24400,23900,25950,25100,26200,27300,26900,27400,27400,27400,27400,,,,,,,
Lower middle income,LMC,8074605.117,8098690,8132299.102,8161500.703,8207191.289,8197699.883,8229698.711,8238819.492,8281020.313,8276744.688,8288245.586,8256620,8318860,8293370,8303560,8167450,8141900,8157790,8143680,8184340,8119150,8161458.401,8153439.402,8227160.598,8267143.999,8311680,8345526.001,8353242.002,8389957.998,8390413.999,8438925,9256619.802,9239658.999,9273171.001,9308132.998,9327529.6,9459766.201,9478285.2,9529051.001,9542606.001,9528805,9546005,9408311.992,9434448.965,9451347.98,9471635.997,9486241.992,9511025.984,9492234.995,9509333.008,9549477.004,9582611.579,9579257.291,9591338.896,9592296.287,9580695.023,,,,,,,
Low & middle income,LMY,23836942.52,23943999.5,24068197.8,24171830.9,24288504.69,24355451.18,24463025.51,24580062.49,24778289.71,24834599.79,24960453.39,25050910.3,25228658.9,25309803.7,25403831.4,25368976.2,25448587.4,25546676.1,25636638.1,25739906.4,25762901.9,25947227.3,26097661.8,26320982.8,26554837.5,26748233,26915557,27030300,27166095,27316891,27470732,33400652.8,33837398,33927816,33999254,34054732.54,34242168.17,34297473.17,34382173.87,34415879.97,34408957.14,34437281.86,34381712.56,34513186.06,34469217.22,34515730.8,34587177.93,34630664.25,34642428.03,34771502.76,35822197.49,35906773.49,36006701.16,36044874.99,36179402.67,36155406.32,,,,,,,
Lesotho,LSO,25810,25760,25760,25780,25780,25830,25830,25330,24780,24270,23640,23590,23590,23590,23760,23590,22920,22930,23090,22960,23020,22920,22870,23010,23080,22910,23300,23430,23050,23210,23230,23360,23340,23290,23240,23260,23290,23290,23290,23340,23340,23040,23040,23140,23270,23070,23290,23620,23390,23260,23120,22853.00049,22521.00098,22773.00049,22240,23570,,,,,,,
Late-demographic dividend,LTE,8114587.4,8212719.5,8315218.701,8401940.2,8501273.401,8592651.299,8679806.799,8782613,8919679.399,8991030.1,9114957.8,9198120.3,9300490.901,9421973.702,9511894.401,9463115.201,9564778.402,9644849.099,9709108.099,9779361.401,9853754.9,9978187.9,10097236.4,10224456.2,10357493.5,10451463,10531728,10610542,10694891,10780451,10867665,15590610,15608924,15658408,15656187,15649594.94,15783863.97,15788677.97,15793767.97,15792162.97,15736116.94,15728835.06,15568415.47,15588774.97,15596782.02,15604458,15582937.93,15607369.67,15607251.96,15659042.97,15680520.3,15692200.12,15785433.03,15845080.12,15984392.83,15956446.37,,,,,,,
Lithuania,LTU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33890,33330,31260,34100,34110,34170,34250,34960,34180,28960,28850,25410,26043.00049,28370,27906.99951,26958.99902,26721.00098,26890,27723.00049,28058.99902,28421.99951,28913.99902,29523.99902,30058.99902,29538.99902,,,,,,,
Luxembourg,LUX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1280,1280,1280,1280,1280,1290,1290,1310,1310,1306.999969,1310.399933,1312.700043,1314.199982,1308.800049,1309.900055,1312.700043,1305.200043,,,,,,,
Latvia,LVA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25300,25140,25400,18320,18740,17720,17490,16170,15880,15810,15950,15820,16420,17340,18550,18390,18250,18330,18050,18160,18410,18770,18720,18845,19310,,,,,,,
"Macao SAR, China",MAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Martin (French part),MAF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,MAR,233700,235800,238500,241100,244200,247380,249380,252380,254290,257050,268120,261700,264250,266300,269170,271500,275000,279180,280040,289300,290900,291770,292730,293840,293980,294970,296660,297440,300640,303430,303550,306160,307110,309640,307490,309660,308950,309760,306930,306520,303700,302830,308760,300410,299890,299460,299600,299810,300025.9961,299883.0078,301038.0078,304030,305915,305915,305915,305915,,,,,,,
Monaco,MCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,MDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25600,25570,25570,25560,25560,25560,25560,25570,25440,25390,25340,25280,25220,24990,24830,24850,24810,24720,24650,24620,24600,24610,24580,24588.99902,24410,,,,,,,
Madagascar,MDG,351450,351700,351950,352200,352450,352700,352950,353200,353500,353700,353900,354200,354400,354750,357590,357640,359290,360000,360200,360400,360750,361000,361350,361600,361950,362200,362400,362700,362950,363250,363500,363700,364900,364800,364800,365960,374900,384900,395000,405000,408430,408430,408430,408430,408930,408930,408930,410950,413950,413950,414050,414150,414150,414150,414150,414150,,,,,,,
Maldives,MDV,50,50,50,50,50,50,50,50,50,50,60,60,70,70,70,70,70,70,70,70,70,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,90,100,120,120,110,90,80,80,80,80,79.00000095,79.00000095,79.00000095,79.00000095,79.00000095,79.00000095,79.00000095,,,,,,,
Middle East & North Africa,MEA,2890240,2889290,2892120,2892960,2895530,2895600,2902140,2905520,2912640,2920450,2950960,2962840,2968120,2969830,2960500,2963830,2963080,2960210,2972040,2960480,2924016,2932353.4,2941537.4,3000203.6,3055618,3107528,3165480,3223760,3272478,3325842,3352474,3371679.8,3455800,3531180,3599660,3674034.6,3734589.199,3826426.201,3884845,3874742,3883961,3892211,3899035.992,3907471,3745255,3743757.5,3748023.999,3723998.599,3718695.589,3722489.291,3724312.624,3726504.823,3728944.106,3737315.169,3739221.249,3737641.292,,,,,,,
Mexico,MEX,983160,981790,981090,980490,979790,979140,978390,977690,977090,976350,969380,971500,974000,975510,975510,975510,976010,981980,979980,981800,982100,983150,1010200,1010305,1014350,1014410,1025500,1030510,1040500,1051510,1061540,1061770,1061800,1061900,1061950,1063100,1063100,1063250,1063260,1063300,1065500,1065500,1065500,1065700,1065700,1065700,1067000,1066150,1066150,1066150,1066150,1066150,1068580,1069260,1067280,1062360,,,,,,,
Marshall Islands,MHL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120,120,120,120,120,120,120,120,120,120,120,120,120,130,130,130,130,130,130,130,130,120,115,115,115,115,,,,,,,
Middle income,MIC,19890772.52,19993679.5,20113547.8,20210750.9,20329774.69,20401561.18,20507205.51,20616042.49,20808689.71,20872569.79,20996493.39,21077810.3,21251158.9,21337703.7,21428921.4,21387056.2,21465087.4,21559206.1,21646518.1,21739666.4,21762321.9,21941817.3,22081951.8,22302092.8,22532187.5,22715193,22883157,22990620,23125525,23254991,23395742,29271802.8,29315948,29389866,29447724,29487532.54,29647828.17,29687403.17,29751283.87,29764859.97,29724157.94,29735691.06,29638735.86,29760729.96,29644848.02,29681575,29733696.93,29757635.05,29752088.35,29858182.76,29920751.22,29992086.14,30083292.04,30123926.43,30258432.12,30234435.76,,,,,,,
North Macedonia,MKD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13070,12970,12960,12870,12900,12830,12910,12820,12350,12420,13340,13010,12620,12280,12240,10760,10630,10130,11190,11180,12670,12600,12610,12620,12650,,,,,,,
Mali,MLI,316980,317030,317080,317130,317180,317220,317280,317280,317280,317780,317780,317780,317780,318280,318780,320770,320750,320750,320800,320800,320830,320830,320830,320830,321030,321060,321060,321230,321230,321280,321380,322400,331400,352500,354190,366500,376500,376500,376500,386000,392740,396840,407260,397910,403920,404660,405970,405510,410453.9844,410510,416510,416510,412010,412010,412010,412010,,,,,,,
Malta,MLT,180,170,160,150,140,140,140,140,140,140,140,140,140,140,130,130,140,140,140,130,130,130,130,130,130,130,130,130,130,130,130,130,130,130,110,110,100,90,90,90,100,100,103.9999962,100,93.00000191,91.99999809,93.00000191,93.00000191,93.00000191,103.2999992,103.2999992,103.0000019,102.2999954,102.2999954,102.2999954,103.8000011,,,,,,,
Myanmar,MMR,104300,104700,105070,106200,105830,107400,107670,107680,107670,108010,108050,108050,103220,103330,103470,103620,103560,103670,103770,103850,104210,104410,104380,104220,104290,104350,104220,103730,103950,104280,104160,103980,104460,104210,104500,105040,105190,105130,106090,108120,109390,109250,109820,110820,112630,115970,119840,122770,124410,125260,125580,125490,125870,126320,127490,127600,,,,,,,
Middle East & North Africa (excluding high income),MNA,2008890,2007810,2010260,2010780,2013250,2012980,2019300,2022340,2029090,2036390,2066410,2077770,2082400,2083300,2073560,2076290,2074960,2071520,2082800,2070660,2033586,2041353.4,2048287.4,2055253.6,2058488,2058698,2064630,2071350,2068448,2069362,2093844,2111959.8,2125620,2130810,2129270,2133624.6,2124129.199,2135946.201,2123195,2111660,2120670,2127860,2133876.992,2142603,1980348,1979530.001,1983724,1960749,1958303.989,1962604.992,1964595.023,1967363.622,1970342.806,1975726.899,1976949.886,1975523.492,,,,,,,
Montenegro,MNE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5150,5140,5130,5140,5120,5130,5130,2231.300049,2303.200073,2313.999939,2550,,,,,,,
Mongolia,MNG,1406830,1406830,1406830,1406810,1406830,1406830,1406830,1406830,1406520,1406840,1406830,1406830,1406830,1406830,1406830,1255520,1259750,1259170,1247130,1245870,1245190,1245250,1249760,1246070,1245870,1245310,1248890,1252340,1255320,1256560,1261300,1235900,1191240,1184690,1184690,1184690,1288910,1291320,1302820,1304700,1297040,1296950,1137960,1136817.969,1134493.984,1142480,1142080,1141440,1136760,1135880,1135070,1133957.969,1133098.984,1129365,1129035,1110622.031,,,,,,,
Northern Mariana Islands,MNP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,40,40,40,40,40,40,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,,,,,,,
Mozambique,MOZ,466490,466600,466700,466780,466880,466940,467200,468200,469240,470090,470090,470280,470800,470800,471000,471000,471000,471000,471000,471000,471500,472300,472300,473300,473800,474300,475300,475800,476300,476800,477300,477500,477500,478000,478800,479850,481350,482350,481900,481500,482500,487000,487500,488500,492500,491500,494500,496500,497700,499500,499500,499500,499500,499500,499500,499500,,,,,,,
Mauritania,MRT,395220,395220,395230,395230,395230,395230,395230,395230,395330,395330,394930,394930,394800,394500,394460,394490,394500,394460,394490,394640,394840,395040,395240,395350,395550,395750,395950,396150,396350,396560,396660,396780,396900,397300,397600,397500,397500,397500,397500,397500,397120,396620,396620,396610,396610,396610,396610,396610,396510,397110,396610,396610,397110,397110,397110,397110,,,,,,,
Mauritius,MUS,990,1000,1000,1000,1010,990,1050,1110,1110,1120,1120,1130,1130,1130,1130,1140,1140,1140,1140,1140,1140,1140,1140,1140,1140,1140,1140,1130,1120,1110,1100,1090,1070,1050,1040,1030,1020,1020,1000,1010,1020,1000,990,980,960,940,920,910,910,910,890,870,860,860,860,860,,,,,,,
Malawi,MWI,32000,33000,33500,34000,36030,36530,36050,37070,37570,37070,38570,39070,39570,39600,39100,39120,39150,39680,39700,38300,39300,40300,39400,39900,40050,41050,41100,41150,41650,42180,43200,42700,42700,40700,42800,43800,44300,45800,46800,47300,48300,48300,49800,49800,51800,52850,49850,54350,54850,56850,55850,57350,57900,57900,57900,57900,,,,,,,
Malaysia,MYS,30847.3999,31509.49951,32758.70117,33380.2002,34973.40088,35081.29883,35716.79932,37003.00049,37559.39941,38850.1001,39587.80029,40800.30029,41608.90137,42214.70215,43541.40137,44396.20117,45707.40234,45936.09863,48391.09863,48861.40137,50447.90039,51077.90039,52054.39941,52161.20117,54157.5,57198.99902,60733.99902,63837.99805,67217.00195,67566.00098,67945,68065,68913.99902,69908.99902,69660,69611.00098,69587.00195,69447.00195,69471.00098,69387.00195,69470,70375,71162.40234,71317.00195,71344.10156,70752.00195,71072.00195,71503.99902,72200,73892.99805,75306.00098,78292.00195,80592.99805,80890,85699.69727,86270,,,,,,,
North America,NAC,5173344,5139443,5115243,5092204,5062104,5060144,5054114,5055383,5048293,5034213,5019613,5009133,4997663,4986773,4986303,4985833,4982493,4955743,4950663,4945593,4940523,4976753,4980633,4984503,4988383,4992243,4947603,4947463,4947303,4947163,4947013,4932433,4908223,4890733,4881334,4843614,4828294,4824224,4816104,4820124,4824464,4805814,4814604,4790724,4793534,4751692.125,4781403.922,4779236.945,4739011.867,4716950.891,4672666.125,4713186.008,4684685.891,4705071.984,4685189.992,4685338,,,,,,,
Namibia,NAM,386420,386420,386420,386460,386460,386460,386490,386490,386490,386510,386530,386530,386530,386530,386530,386550,386550,386560,386560,386570,386570,386570,386620,386620,386620,386620,386620,386620,386620,386620,386620,386620,387000,387500,388200,388200,388200,388200,388200,388200,388200,388200,388200,388200,388200,388200,388080,388080,388080,388090,388090,388090,388090,388090,388090,388090,,,,,,,
New Caledonia,NCL,2610,2610,2610,2620,2620,2620,2620,2630,2630,2630,2630,2640,2640,2640,2640,2650,2650,2650,2650,2650,2650,2720,2800,2900,2780,2670,2560,2460,2360,2320,2290,2300,2300,2310,2330,2350,2380,2400,2430,2450,2480,2500,2436.000061,2366.000061,2301.000061,2246.000061,2181.000061,2106.000061,2056.000061,1986.000061,1903.000031,1843.000031,1841.999969,1842.400055,1842.400055,1842.400055,,,,,,,
Niger,NER,315000,315000,315000,315000,315000,315000,315000,321770,321760,312000,312300,311770,308140,297800,297800,297800,297800,297800,299580,307200,302800,303600,310100,307800,307800,312800,310120,313000,314050,330470,341050,350000,350000,350000,360000,360000,360000,360000,370000,370000,380000,380000,384120,384720,429650,429890,437820,437820,437820,439820,444820,447820,456820,456820,456820,456820,,,,,,,
Nigeria,NGA,531765.1172,539000,560169.1016,569710.7031,590701.2891,565059.8828,582128.7109,581719.4922,638140.3125,610304.6875,594775.5859,551500,603000,561500,551500,551500,504930,489550,482340,504380,472190,484030,486930,526060,549240,600010,603410,607880,611820,615860,639290,644470,650650,662160,684000,686000,688000,696500,709000,713000,695000,706000,717500,718000,727000,733000,737000,727000,690000,700000,710000,720000,708000,708000,708000,708000,,,,,,,
Nicaragua,NIC,34300,34300,34680,34880,35180,35800,35800,35800,35850,35850,36050,36100,36200,36300,36300,36300,37300,37350,37400,37450,38270,38290,38300,38830,38550,38570,38890,39400,39930,40250,40600,41200,41900,42200,45530,46540,48080,49130,50180,51410,51750,52780,53360,52370,53060,52000,51850,51200,51050,50260,50708.99902,51030,50650,50650,50650,50650,,,,,,,
Netherlands,NLD,23140,23030,22890,22680,22550,22450,22390,22270,22100,21930,21280,21140,21010,20940,20820,20730,20600,20460,20340,20200,20110,20050,20090,20160,20190,20150,20140,20120,20040,20060,19910,19860,19880,19710,19640,19810,19660,19730,19670,19560,19310,19490,19230,19494.00024,19376.99951,19195.99976,19144.00024,19293.00049,19174.00024,18723.00049,18584.00024,18416.99951,18475.99976,18390.99976,18370,17960,,,,,,,
Norway,NOR,10340,10310,10280,10190,10110,10050,10000,9940,9860,9540,9310,9100,9040,9010,8980,8960,8990,9000,9540,9360,9360,9420,9450,9540,9570,9690,9700,9760,9910,9760,10100,10030,10130,10300,11270,11320,10380,10470,10380,10420,10470,10460,10400,10400,10360,10350,10320,10248.00049,10142.6001,10059.00024,9990,9927.999878,9871.400146,9867.700195,9860.39978,9836.699829,,,,,,,
Nepal,NPL,35530,35530,35630,35530,35530,35530,35670,35670,35670,37020,37020,38220,39530,39940,40090,40250,40400,40550,40700,40850,41030,41066.00098,41102.00195,41137.99805,41163.99902,41320,41346.00098,41382.00195,41407.99805,41443.99902,41470,41582.00195,41693.99902,41806.00098,41917.99805,42030,42142.00195,42253.99902,42366.00098,42491.00098,42590,42410,42270,42180,42020,41850,41660,41520,41400,41260,41266.00098,41210,41210,41210,41210,41210,,,,,,,
Nauru,NRU,3.000000119,3.000000119,3.000000119,3.000000119,4.00000006,4.00000006,4.00000006,4.00000006,4.00000006,4.00000006,4.00000006,4.00000006,4.00000006,4.00000006,4.00000006,4.00000006,4.00000006,4.00000006,4.00000006,4.00000006,4.00000006,4.00000006,4.00000006,4.00000006,4.00000006,4.00000006,4.00000006,4.00000006,4.00000006,4.00000006,4.00000006,4.00000006,4.00000006,4.00000006,4.00000006,4.00000006,4.00000006,4.00000006,4.00000006,4.00000006,4.00000006,4.00000006,4.00000006,4.00000006,4.00000006,4.00000006,4.00000006,4.00000006,4.00000006,4.00000006,4.00000006,4.00000006,4.00000006,4.00000006,4.00000006,4.00000006,,,,,,,
New Zealand,NZL,157770,158570,158930,159160,158520,158280,158440,158400,156830,156770,156700,160610,160220,159990,163790,167150,166110,167970,166840,168070,173320,167290,167300,165790,164460,165090,164700,163350,162560,161820,161190,159600,159190,151160,149750,149040,149030,149030,149030,154130,154180,120990,118580,118900,117120,113750,114870,113740,114900,114080,113710,112094.0039,111060,111160,108400,106510,,,,,,,
OECD members,OED,13869984,13865665,13876465,13876995,13888533,13895351,13911719,13887565,13928170,13918179,13912320,13919306,13930540,13922452,13911021,13920470,13823726,13781688,13815731,13828599,13822271,13788325,13732826,13760409,13766065,13749090,13720540,13728016,13688167.01,13659874.01,13621015,13701910.01,13674925.01,13732857,13635403.99,13619314.01,13566619,13587997,13476277.99,13500655.8,13456756.21,13305544.19,13215416.09,13208245.1,13258476.3,13092396.72,13003074.12,12919065.15,12781152.48,12635368.59,12677368.45,12677637.23,12570654.11,12675849.89,12240368.61,12276075.21,,,,,,,
Oman,OMN,10350,10350,10350,10360,10360,10360,10380,10400,10400,10420,10420,10440,10450,10460,10470,10480,10490,10510,10510,10510,10510,10510,10550,10590,10610,10670,10700,10730,10770,10800,10800,10830,10720,10720,10710,10710,10700,10710,10710,11730,11735.99976,12734.00024,13730,14720,14650,14630,14650,14571.99951,14544.00024,14431.99951,14368.00049,14238.00049,14195,14198.00049,14340,14360,,,,,,,
Other small states,OSS,809000,809260,809450,809730,809980,810290,810220,809970,809040,807240,806760,806540,806302.0001,805360,802853,803108.9999,802911.0001,803243,802295,801655,802008.9999,802430,802520,802860,803028,803112,803603.9999,803553.9999,803163.9999,803396.0001,803132,816556.0001,817887,816683.9999,816871.0001,817462,817912,817352,817992,819487,818105,815989.0001,816796.0001,817427.0002,819036.0002,823064.5005,822724.9997,823788.5992,824647.6003,824205.2996,824575.5993,824078.2,820757.4003,822393.7999,820852.8958,822294.5961,,,,,,,
Pakistan,PAK,357300,358400,358800,363550,372350,374150,374700,371700,357000,358650,354850,355050,364000,357400,360350,357120,359130,364170,363370,374160,365040,385090,364090,375000,371180,355710,366710,353470,358600,352060,352700,353800,357500,357900,360260,361720,366690,367600,367560,366980,369720,368840,368420,360450,359650,361350,360130,353130,352770,352420,359360,360630,362800,362520,362020,368440,,,,,,,
Panama,PAN,16240,16340,16440,16480,16580,16680,16690,16790,16870,16840,17130,17430,17630,17850,18060,18270,18490,18500,18520,18550,18820,19140,19410,19660,19950,20200,20450,20700,21000,21240,21340,21500,21500,21350,21320,21320,21400,21490,21570,22300,22403.99902,22378.00049,22351.99951,22326.00098,22300,22243.99902,22318.00049,22291.99951,22316.00098,22663.89893,22630,22570,22570,22570,22570,22570,,,,,,,
Peru,PER,169560,170990,174300,176680,177500,176750,176840,177800,178190,179130,179220,182720,183190,183190,183290,184190,185420,185940,186300,186790,187040,187540,188020,188530,188650,188940,189190,189290,189390,218360,218960,219560,219660,216379.0039,218890,221220,223350,226030,228260,231240,231070,227550,228880,229060,232360,234120,235680,237150,239460,240230,241040,243320.9961,243740,237790,233340,236870,,,,,,,
Philippines,PHL,77130,77920,78720,81520,81320,81300,83050,82810,82530,83100,82790,84300,85960,88620,91920,96740,100900,101400,103940,106250,106700,107400,107800,108200,109100,109800,110200,110600,111000,111400,111570,111150,110650,110150,110150,111050,113350,112850,112350,112340,111840,111350,112400,114700,113550,115800,117900,120100,121000,121000,122600,124300,124400,124400,124400,124400,,,,,,,
Palau,PLW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,,,,,,,
Papua New Guinea,PNG,4950,4950,4950,5050,5050,5110,5560,5850,6160,6410,6690,6790,6890,6980,7140,7240,7350,7560,7680,7720,7780,7700,7670,7750,8080,8300,8460,8630,8700,8770,8820,8870,8930,8980,9340,9550,9620,9740,9930,10050,10100,10000,10050,10200,10300,10400,10400,11900,11900,11900,11900,11900,11900,11900,11900,11900,,,,,,,
Poland,POL,203220,202620,201840,201300,199460,199470,198190,197770,195570,195430,195080,193710,193260,192570,192240,191990,191590,191110,190480,190070,189100,188910,188790,189390,189140,188790,188690,188200,188070,187930,187530,187430,187150,187070,186220,184740,184570,184430,184350,184130,177880,168990,161690,163270,159060,159570,154690,156010,156190,144490,147790,145290,144100,144240,143710,143740,,,,,,,
Pre-demographic dividend,PRE,6246175.117,6261290,6298829.102,6318690.703,6346771.289,6324999.883,6348038.711,6361379.492,6423870.313,6398964.688,6399175.586,6363310,6417220,6374410,6376880,6387140,6344330,6344220,6339570,6371270,6350320,6369190,6386780,6432590,6483430,6548610,6554420,6575760,6588670,6610580,6655240,6678110,6777210,6814950,6850680,6870700,6897160,6923890,6968190,6987220,7007055.2,7039860.801,7087306.699,7096397.3,7183330.2,7186056.299,7207162.2,7237628.784,7227393.684,7261523.799,8274211.885,8314485.054,8315321.616,8318293.555,8318603.555,8318603.555,,,,,,,
Puerto Rico,PRI,6160,6010,6050,5850,6090,5810,5680,5660,5620,5520,5300,5150,4920,4940,4930,4930,4910,4950,4860,4750,4670,4670,4660,4640,4610,4630,4620,4620,4500,4350,4200,4100,3110,3090,3090,3090,2910,2725,2598.999939,2471.999969,2346.999969,2220,2160,2100,2010,1948.999939,1890,1906.000061,1921.999969,1936.999969,1953.000031,1968.000031,1976.999969,1976.999969,1976.999969,1976.999969,,,,,,,
"Korea, Dem. People’s Rep.",PRK,23800,23800,23800,23800,23800,23800,23800,23800,23800,23800,23800,23800,24300,24300,24300,24300,24300,24300,24300,25150,25150,25150,25150,25150,25150,25150,25150,25150,25150,25180,25300,25300,25500,26500,26500,25500,25500,25500,25500,25500,25500,25500,25500,25500,26000,26000,26000,26500,26700,26800,26300,26300,26300,26300,26300,26300,,,,,,,
Portugal,PRT,38750,38810,38870,38930,38990,39050,39110,39130,39230,39290,39350,39410,39460,39510,39560,39610,39660,39710,39760,39790,39820,39850,39880,39910,39940,39970,40010,40050,40050,39630,39200,38780,39590,39520,39240,37300,35820,37225,38630,39563.79883,38538.20068,38777.19971,38136.79932,38696.10107,38235.30029,37576.59912,36609.19922,37258.60107,36955.80078,36541.69922,36493.60107,36644.09912,37011.00098,36913.30078,36948.79883,36141.10107,,,,,,,
Paraguay,PRY,104110,105220,106400,107720,108950,110200,111210,112170,113170,114170,115180,116180,117660,120330,122540,124740,126840,124050,126150,130350,134570,138930,144300,149670,154990,165510,170480,170850,171220,171590,171950,173450,173450,160320,164580,190210,191710,196020,200830,203250,202000,195810,193460,196400,199400,202350,205300,208370,211000,212300,213900,215000,216850,218850,218850,218850,,,,,,,
West Bank and Gaza,PSE,3660,3660,3660,3650,3650,3660,3670,3670,3670,3680,3680,3680,3680,3690,3690,3710,3730,3750,3740,3750,3790,3800,3820,3830,3800,3800,3780,3780,3770,3750,3720,3700,3700,3700,3760,3720,3700,3490,3640,3720,3690,3700,3670,3670,3637.999878,3577.000122,3535,3502.000122,2992.999878,2478.999939,2595,2719.700012,2808.200073,2980,2969.200134,2969.200134,,,,,,,
Pacific island small states,PSS,5113,5133,5193,5193,5284,5294,5224,5214,5254,5319,5324,5424,5474,5534,5654,5834,5974,6084,6189,6254,6414,6554,6679.999985,6814,6984,7098.000015,7240.99997,7454,7396.000008,7574,8139,8279,8279,8269,8409,8429,8419,8339,8346.999992,8329,8356.000001,8376.000001,8416.000001,8416.000001,8486.000001,8548.000008,8542,8567,8587.000076,8622,8622,8632,8627,8627,8627,8627,,,,,,,
Post-demographic dividend,PST,11795144,11782405,11782545,11786205,11786703,11790341,11809869,11782675,11815320,11812399,11790260,11793916,11803250,11792932,11783171,11791290,11692856,11645878,11674161,11689649,11684381,11666645,11590296,11608114,11605465,11587730,11544430,11550946,11495717.01,11462064.01,11424997,12029362.01,11977507.01,12035629,11958525.99,11936116.01,11884221,11887369,11771639.99,11791307.8,11779048.21,11631324.19,11549641.09,11528998.1,11580162.9,11423953.22,11344218.12,11262471.14,11125822.47,10987664.3,11041174.05,11033311.52,10905132.09,11004079.29,10574232.49,10616765.6,,,,,,,
French Polynesia,PYF,440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,430,430,430,430,430,430,430,430,430,430,430,430,430,430,430,450,450,450,450,450,450,450,445,445,455,455,455,455,455,455,,,,,,,
Qatar,QAT,510,510,510,510,510,510,510,510,510,510,510,510,510,520,520,520,520,520,530,550,560,570,580,590,590,600,610,610,600,610,610,640,650,650,650,660,660,660,660,660,663.0000305,645,645.9999847,645.9999847,641.9999695,655.9999847,655.9999847,670.5999756,650.9999847,665,650.2999878,665.1999664,685,675.9999847,678.0000305,670,,,,,,,
